event_id,entity_id,entity_type,timestamp,predicted_attack_type,attack_confidence,sequence_reconstruction_error,sequence_anomaly_component,behavior_deviation_component,attack_confidence_component,device_novelty_component,historical_context_component,risk_score,has_sequence_context,hybrid_anomaly_score,risk_level
EVT-0017333,USER_048,human_user,2026-06-26 11:06:21.425388,normal,0.000104784966,0.2031434029340744,7.2,5.71,0.0,0.24,0.0,13.15,True,0.259596988729364,LOW
EVT-0017334,USER_008,human_user,2026-06-26 11:06:41.214973,normal,6.580353e-05,0.2323828786611557,8.24,4.4,0.0,0.11,0.0,12.75,True,0.25183436518713775,LOW
EVT-0017335,USER_010,human_user,2026-06-26 11:06:58.905019,normal,3.7550926e-05,0.35705146193504333,12.65,5.97,0.0,0.08,1.72,20.42,True,0.39438732462676646,LOW
EVT-0017336,USER_039,human_user,2026-06-26 11:07:23.837889,normal,6.747246e-05,0.12835153937339783,4.55,5.24,0.0,0.15,0.0,9.94,True,0.20046545861140555,LOW
EVT-0017337,USER_044,human_user,2026-06-26 11:07:28.856355,normal,0.00012218952,0.24187394976615906,8.57,5.94,0.0,0.21,0.0,14.72,True,0.2828617524187391,LOW
EVT-0017338,USER_050,human_user,2026-06-26 11:08:32.497534,normal,0.00017994642,0.9380868673324585,26.62,5.3,0.0,0.21,0.0,32.13,True,0.5226431880189534,MEDIUM
EVT-0017339,USER_038,human_user,2026-06-26 11:09:08.198917,normal,3.2424927e-05,0.18318136036396027,6.49,7.4,0.0,0.22,0.0,14.11,True,0.30422622529233645,LOW
EVT-0017340,USER_020,human_user,2026-06-26 11:09:37.995471,normal,4.2438507e-05,0.24565014243125916,8.71,4.31,0.0,0.25,0.0,13.27,True,0.2635004632979645,LOW
EVT-0017341,USER_035,human_user,2026-06-26 11:10:06.196251,normal,9.191036e-05,0.8705894947052002,25.43,8.4,0.0,0.22,5.0,39.05,True,0.5826402656334447,MEDIUM
EVT-0017342,USER_031,human_user,2026-06-26 11:10:21.820339,normal,0.00015604496,0.1729653924703598,6.13,6.81,0.0,0.12,0.0,13.06,True,0.2793155626350394,LOW
EVT-0017343,USER_052,human_user,2026-06-26 11:11:12.025551,normal,0.00012922287,0.08787473291158676,3.11,5.52,0.0,0.31,0.0,8.94,True,0.17811256182007995,LOW
EVT-0017344,USER_027,human_user,2026-06-26 11:11:28.598682,normal,0.00027936697,0.4671750068664551,16.56,7.14,0.01,0.29,0.0,24.0,True,0.4817574662177986,LOW
EVT-0017345,USER_048,human_user,2026-06-26 11:12:13.318195,normal,9.059906e-05,0.25048914551734924,8.88,5.24,0.0,0.24,0.0,14.36,True,0.2864090689919413,LOW
EVT-0017346,USER_029,human_user,2026-06-26 11:13:10.167950,normal,3.0517578e-05,0.19074340164661407,6.76,7.41,0.0,0.24,0.0,14.41,True,0.27955668256895616,LOW
EVT-0017347,USER_016,human_user,2026-06-26 11:15:06.227045,normal,9.62019e-05,0.2008303850889206,7.12,6.39,0.0,0.92,0.0,14.43,True,0.2903404053412263,LOW
EVT-0017348,USER_048,human_user,2026-06-26 11:15:23.881451,normal,7.6532364e-05,0.29287639260292053,10.38,6.54,0.0,0.24,0.0,17.16,True,0.34704435093859765,LOW
EVT-0017349,USER_045,human_user,2026-06-26 11:15:34.444552,normal,0.0030082464,0.16196857392787933,5.74,11.87,0.06,0.13,0.0,17.8,True,0.3470703014606066,LOW
EVT-0017350,USER_031,human_user,2026-06-26 11:15:46.290870,normal,0.00031924248,0.19677035510540009,6.97,8.59,0.01,0.12,0.0,15.69,True,0.3240041380282117,LOW
EVT-0017351,USER_015,human_user,2026-06-26 11:16:25.935644,normal,5.00679e-05,0.23008999228477478,8.15,6.5,0.0,0.25,0.0,14.9,True,0.31162432505059073,LOW
EVT-0017352,USER_051,human_user,2026-06-26 11:16:49.094909,normal,4.2796135e-05,0.1401517242193222,4.97,4.87,0.0,0.14,0.0,9.98,True,0.20920727889676713,LOW
EVT-0017353,EDGE_065,edge_device,2026-06-26 11:16:50.570680,normal,0.00018304586,0.25146105885505676,8.91,5.57,0.0,0.13,0.0,14.61,True,0.3093276854984179,LOW
EVT-0017354,USER_045,human_user,2026-06-26 11:17:10.872993,normal,0.000116467476,0.130153089761734,4.61,7.53,0.0,0.13,0.0,12.27,True,0.2534160884729772,LOW
EVT-0017355,USER_039,human_user,2026-06-26 11:17:31.201708,normal,9.560585e-05,0.13798284530639648,4.89,9.99,0.0,0.15,0.0,15.03,True,0.28496608714886373,LOW
EVT-0017356,USER_053,human_user,2026-06-26 11:17:40.618457,normal,0.00018805265,0.22721698880195618,8.05,5.85,0.0,0.17,0.0,14.07,True,0.2766138048780751,LOW
EVT-0017357,SVC_061,service_account,2026-06-26 11:18:29.489751,normal,0.00033009052,0.16165655851364136,5.73,0.2,0.01,0.11,0.0,6.05,True,0.11733504049127555,LOW
EVT-0017358,USER_019,human_user,2026-06-26 11:18:32.427357,normal,6.0081482e-05,0.1742868274450302,6.18,7.0,0.0,0.19,0.0,13.37,True,0.27176987428822175,LOW
EVT-0017359,SVC_063,service_account,2026-06-26 11:18:37.489424,normal,2.6345253e-05,0.19420099258422852,6.88,1.84,0.0,0.15,0.0,8.87,True,0.16390571368334614,LOW
EVT-0017360,USER_016,human_user,2026-06-26 11:20:42.415676,normal,0.00075012445,0.2489801049232483,8.82,9.27,0.02,0.92,0.0,19.03,True,0.36453963253152727,LOW
EVT-0017361,USER_015,human_user,2026-06-26 11:21:23.981758,normal,6.246567e-05,0.24994589388370514,8.86,9.21,0.0,0.25,0.0,18.32,True,0.36248901384566834,LOW
EVT-0017362,SVC_063,service_account,2026-06-26 11:21:40.519953,normal,0.0001424551,0.21829301118850708,7.74,1.56,0.0,0.15,0.0,9.45,True,0.1770766458810661,LOW
EVT-0017363,USER_048,human_user,2026-06-26 11:21:59.389996,normal,0.000109910965,0.29485252499580383,10.45,7.6,0.0,0.24,0.0,18.29,True,0.3510266375303186,LOW
EVT-0017364,USER_028,human_user,2026-06-26 11:22:10.748255,normal,8.058548e-05,0.2898431122303009,10.27,8.31,0.0,0.26,0.0,18.84,True,0.3793527123609743,LOW
EVT-0017365,USER_043,human_user,2026-06-26 11:23:01.136917,normal,2.5987625e-05,0.2121715396642685,7.52,5.42,0.0,0.08,0.0,13.02,True,0.26820157425502744,LOW
EVT-0017366,USER_035,human_user,2026-06-26 11:23:01.592123,normal,0.00020843744,0.8469496369361877,25.01,6.85,0.0,0.22,5.0,37.08,True,0.5500985120556725,MEDIUM
EVT-0017367,USER_005,human_user,2026-06-26 11:23:17.234056,normal,9.691715e-05,0.07932818681001663,2.81,8.16,0.0,0.59,0.0,11.56,True,0.22390537157313387,LOW
EVT-0017368,USER_040,human_user,2026-06-26 11:24:09.788723,normal,0.0015190244,0.2472018003463745,8.76,12.13,0.03,0.15,0.0,21.07,True,0.4005878798601861,LOW
EVT-0017369,USER_013,human_user,2026-06-26 11:26:09.273234,normal,9.214878e-05,0.1812215894460678,6.42,6.55,0.0,0.56,0.0,13.53,True,0.280535795828467,LOW
EVT-0017370,USER_006,human_user,2026-06-26 11:26:31.424301,normal,2.9206276e-05,0.3013395369052887,10.68,6.85,0.0,0.13,0.0,17.66,True,0.36949582999492764,LOW
EVT-0017371,USER_042,human_user,2026-06-26 11:26:31.637049,normal,0.0013081431,0.27855467796325684,9.87,11.91,0.03,0.47,0.0,22.28,True,0.42112310307670636,LOW
EVT-0017372,USER_025,human_user,2026-06-26 11:26:36.554484,normal,0.0004454255,0.17081096768379211,6.05,3.24,0.01,0.49,0.0,9.79,True,0.19238948671474118,LOW
EVT-0017373,USER_008,human_user,2026-06-26 11:26:39.113498,normal,9.584427e-05,0.2080390900373459,7.37,6.48,0.0,0.11,0.0,13.96,True,0.29818545744792646,LOW
EVT-0017374,USER_027,human_user,2026-06-26 11:26:50.373822,normal,6.2823296e-05,0.4774617850780487,16.92,4.87,0.0,0.29,5.0,27.08,True,0.44174879886775187,LOW
EVT-0017375,USER_031,human_user,2026-06-26 11:27:44.215707,normal,0.00017756224,0.18875370919704437,6.69,7.03,0.0,0.12,0.0,13.84,True,0.2987792193370422,LOW
EVT-0017376,USER_026,human_user,2026-06-26 11:27:58.478251,normal,0.00021845102,0.1622636765241623,5.75,9.3,0.0,0.18,0.0,15.23,True,0.31163905195798597,LOW
EVT-0017377,USER_021,human_user,2026-06-26 11:29:06.848363,normal,3.194809e-05,0.2819285988807678,9.99,7.54,0.0,0.16,0.0,17.69,True,0.37417380634584374,LOW
EVT-0017378,SVC_058,service_account,2026-06-26 11:29:30.775739,normal,1.0967255e-05,0.13094858825206757,4.64,5.39,0.0,0.06,0.0,10.09,True,0.20997161870614475,LOW
EVT-0017379,USER_017,human_user,2026-06-26 11:29:41.079460,normal,1.7762184e-05,0.3560180962085724,12.62,4.73,0.0,0.49,0.0,17.84,True,0.3656168336855984,LOW
EVT-0017380,USER_001,human_user,2026-06-26 11:30:07.963083,normal,2.193451e-05,0.19416558742523193,6.88,5.26,0.0,0.44,0.0,12.58,True,0.24135308324402152,LOW
EVT-0017381,USER_032,human_user,2026-06-26 11:31:08.211798,normal,4.386902e-05,0.3577638566493988,12.68,3.44,0.0,0.15,0.0,16.27,True,0.3285586530373731,LOW
EVT-0017382,SVC_063,service_account,2026-06-26 11:31:12.480767,normal,0.00010931492,0.25075164437294006,8.89,1.08,0.0,0.15,0.0,10.12,True,0.1933407193162056,LOW
EVT-0017383,USER_016,human_user,2026-06-26 11:31:45.720602,normal,0.00023978949,0.2384902983903885,8.45,6.78,0.0,0.91,0.0,16.14,True,0.32211461354148735,LOW
EVT-0017384,USER_029,human_user,2026-06-26 11:32:02.654348,normal,6.890297e-05,0.19733889400959015,6.99,5.66,0.0,0.24,0.0,12.89,True,0.2621649468753977,LOW
EVT-0017385,USER_031,human_user,2026-06-26 11:32:05.799249,normal,0.0002450347,0.18107159435749054,6.42,8.77,0.0,0.12,0.0,15.31,True,0.3092556344057549,LOW
EVT-0017386,USER_035,human_user,2026-06-26 11:32:43.856866,normal,0.00012850761,0.826497495174408,24.64,7.58,0.0,0.22,5.0,37.44,True,0.5710184770538322,MEDIUM
EVT-0017387,USER_052,human_user,2026-06-26 11:34:06.439304,normal,0.000111460686,0.09416543692350388,3.34,5.23,0.0,0.3,0.0,8.87,True,0.1849514866639249,LOW
EVT-0017388,USER_023,human_user,2026-06-26 11:34:06.589283,normal,2.6226044e-05,0.17937567830085754,6.36,4.35,0.0,0.25,0.0,10.96,True,0.22817257663048782,LOW
EVT-0017389,EDGE_068,edge_device,2026-06-26 11:35:28.189530,normal,3.516674e-05,0.25035229325294495,8.87,3.78,0.0,0.16,0.0,12.81,True,0.2631617556555673,LOW
EVT-0017390,USER_016,human_user,2026-06-26 11:36:01.235683,normal,0.0010412931,0.25885722041130066,9.17,7.03,0.02,0.91,0.0,17.13,True,0.3146853151796336,LOW
EVT-0017391,USER_022,human_user,2026-06-26 11:39:41.332771,normal,2.6345253e-05,0.23145046830177307,8.2,6.17,0.0,0.21,0.0,14.58,True,0.30599341664383634,LOW
EVT-0017392,USER_039,human_user,2026-06-26 11:39:50.502109,normal,5.531311e-05,0.14023040235042572,4.97,5.72,0.0,0.15,0.0,10.84,True,0.2156876080575378,LOW
EVT-0017393,USER_050,human_user,2026-06-26 11:39:55.911852,normal,0.00016057491,0.8632230162620544,25.3,4.58,0.0,0.21,0.0,30.09,True,0.4991765395464467,MEDIUM
EVT-0017394,USER_037,human_user,2026-06-26 11:40:12.333627,normal,0.00015044212,0.16780081391334534,5.95,8.28,0.0,0.21,0.0,14.44,True,0.29838145347569006,LOW
EVT-0017395,USER_007,human_user,2026-06-26 11:40:14.677576,normal,0.0078015924,0.22127178311347961,7.84,7.8,0.16,0.58,0.0,16.38,True,0.3023053073547181,LOW
EVT-0017396,USER_021,human_user,2026-06-26 11:40:37.454922,normal,0.0001270771,0.2904428243637085,10.29,6.18,0.0,0.16,0.0,16.63,True,0.32783814775441794,LOW
EVT-0017397,USER_049,human_user,2026-06-26 11:40:46.899629,normal,2.6226044e-05,0.20105071365833282,7.12,8.74,0.0,0.52,0.0,16.38,True,0.3202500970984499,LOW
EVT-0017398,USER_004,human_user,2026-06-26 11:41:15.836676,normal,4.4107437e-05,0.18279758095741272,6.48,10.64,0.0,0.39,0.0,17.51,True,0.3302766632866511,LOW
EVT-0017399,USER_052,human_user,2026-06-26 11:42:09.148454,normal,0.00013422966,0.1132645308971405,4.01,5.84,0.0,0.3,0.0,10.15,True,0.2067580777018435,LOW
EVT-0017400,USER_029,human_user,2026-06-26 11:42:34.680870,normal,6.9737434e-05,0.19824978709220886,7.03,5.1,0.0,0.24,0.0,12.37,True,0.2548523227399524,LOW
EVT-0017401,USER_005,human_user,2026-06-26 11:42:35.971026,normal,9.346008e-05,0.07412657141685486,2.63,6.63,0.0,0.59,0.0,9.85,True,0.20418967091220283,LOW
EVT-0017402,USER_007,human_user,2026-06-26 11:43:37.802832,normal,0.0001975894,0.24374064803123474,8.64,5.49,0.0,0.58,0.0,14.71,True,0.28577188440365225,LOW
EVT-0017403,USER_044,human_user,2026-06-26 11:44:28.752827,normal,0.0010505319,0.23673579096794128,8.39,7.29,0.02,0.21,0.0,15.91,True,0.327107550033497,LOW
EVT-0017404,USER_038,human_user,2026-06-26 11:46:10.709636,normal,3.540516e-05,0.18864426016807556,6.69,10.8,0.0,0.22,0.0,17.71,True,0.35540892777465954,LOW
EVT-0017405,USER_046,human_user,2026-06-26 11:46:29.115345,normal,0.00069379807,0.31954023241996765,11.32,11.39,0.01,0.34,1.2,24.26,True,0.4479789352532441,LOW
EVT-0017406,USER_024,human_user,2026-06-26 11:47:44.570529,normal,0.00020641088,0.773630678653717,23.71,6.95,0.0,0.46,0.0,31.12,True,0.555378852399766,MEDIUM
EVT-0017407,EDGE_064,edge_device,2026-06-26 11:47:59.872183,normal,0.00019484758,0.33997002243995667,12.05,5.64,0.0,0.11,0.0,17.8,True,0.3750174978420063,LOW
EVT-0017408,USER_029,human_user,2026-06-26 11:48:04.482408,normal,9.1671944e-05,0.20380394160747528,7.22,6.83,0.0,0.23,0.0,14.28,True,0.2827934669969849,LOW
EVT-0017409,USER_005,human_user,2026-06-26 11:48:20.632646,normal,7.736683e-05,0.08772478997707367,3.11,7.48,0.0,0.59,0.0,11.18,True,0.22021184905276364,LOW
EVT-0017410,SVC_062,service_account,2026-06-26 11:49:41.488340,normal,2.2053719e-05,0.15444406867027283,5.47,6.06,0.0,0.12,0.0,11.65,True,0.23488289297299828,LOW
EVT-0017411,EDGE_068,edge_device,2026-06-26 11:50:21.815049,normal,5.352497e-05,0.24552418291568756,8.7,5.89,0.0,0.16,0.0,14.75,True,0.30982576722913835,LOW
EVT-0017412,USER_022,human_user,2026-06-26 11:51:06.631209,normal,0.00010061264,0.2512052655220032,8.9,10.05,0.0,0.21,0.0,19.16,True,0.3887262259879675,LOW
EVT-0017413,USER_011,human_user,2026-06-26 11:51:27.033477,normal,3.0755997e-05,0.15656736493110657,5.55,5.08,0.0,0.1,0.0,10.73,True,0.2250917936591489,LOW
EVT-0017414,EDGE_067,edge_device,2026-06-26 11:51:37.843613,normal,2.18153e-05,0.2865717113018036,10.16,7.2,0.0,0.09,0.0,17.45,True,0.3513188388595369,LOW
EVT-0017415,USER_028,human_user,2026-06-26 11:52:13.621521,normal,8.2969666e-05,0.2628319263458252,9.31,9.04,0.0,0.26,0.0,18.61,True,0.3701760356595004,LOW
EVT-0017416,USER_049,human_user,2026-06-26 11:52:18.155553,normal,0.00010180473,0.2039014995098114,7.23,6.69,0.0,0.52,0.0,14.44,True,0.29911608432740994,LOW
EVT-0017417,USER_011,human_user,2026-06-26 11:52:54.869309,normal,5.8293343e-05,0.13805174827575684,4.89,4.42,0.0,0.1,0.0,9.41,True,0.20019385169780798,LOW
EVT-0017418,USER_019,human_user,2026-06-26 11:52:56.805442,normal,4.339218e-05,0.14002875983715057,4.96,6.94,0.0,0.19,0.0,12.09,True,0.2569865540954583,LOW
EVT-0017419,USER_035,human_user,2026-06-26 11:53:05.819122,normal,0.00050747395,0.7769361734390259,23.77,10.3,0.01,0.22,5.0,39.3,True,0.6076382779907759,MEDIUM
EVT-0017420,USER_040,human_user,2026-06-26 11:53:23.392883,normal,7.712841e-05,0.2398950457572937,8.5,6.95,0.0,0.15,0.0,15.6,True,0.33212726836377615,LOW
EVT-0017421,USER_005,human_user,2026-06-26 11:54:02.907888,normal,0.00012767315,0.10584200918674469,3.75,5.73,0.0,0.58,0.0,10.06,True,0.20826304635702445,LOW
EVT-0017422,USER_040,human_user,2026-06-26 11:54:27.628858,normal,0.0073281527,0.26204413175582886,9.29,13.11,0.15,0.15,0.0,22.7,True,0.42344017619505125,LOW
EVT-0017423,USER_015,human_user,2026-06-26 11:54:43.092993,normal,5.2809715e-05,0.23190850019454956,8.22,7.55,0.0,0.25,0.0,16.02,True,0.32625557666672256,LOW
EVT-0017424,USER_025,human_user,2026-06-26 11:56:24.214412,normal,0.00044363737,0.16668909788131714,5.91,2.92,0.01,0.49,0.0,9.33,True,0.18493830735880873,LOW
EVT-0017425,USER_005,human_user,2026-06-26 11:56:38.911373,normal,0.00017082691,0.15984494984149933,5.66,7.99,0.0,0.58,0.0,14.23,True,0.2839879505411704,LOW
EVT-0017426,USER_043,human_user,2026-06-26 11:56:49.997362,normal,7.3075294e-05,0.21776838600635529,7.72,4.88,0.0,0.08,0.0,12.68,True,0.264691400610625,LOW
EVT-0017427,USER_008,human_user,2026-06-26 11:57:20.805017,normal,0.00042396784,0.2483312338590622,8.8,6.81,0.01,0.11,0.0,15.73,True,0.2969055386727646,LOW
EVT-0017428,USER_010,human_user,2026-06-26 11:57:35.268485,normal,3.5881996e-05,0.3489721417427063,12.37,7.07,0.0,0.08,3.05,22.57,True,0.4057459099805841,LOW
EVT-0017429,USER_030,human_user,2026-06-26 11:57:51.638557,normal,0.028701603,0.3213382661342621,11.39,7.82,0.57,1.06,0.0,20.84,True,0.4013323676383649,LOW
EVT-0017430,USER_046,human_user,2026-06-26 11:58:11.137223,normal,0.00011944771,0.3019985258579254,10.7,5.0,0.0,0.34,5.0,21.04,True,0.3272267403788667,LOW
EVT-0017431,USER_025,human_user,2026-06-26 11:58:16.241293,normal,0.00042504072,0.16722264885902405,5.93,5.27,0.01,0.48,0.0,11.69,True,0.21801915629846177,LOW
EVT-0017432,USER_037,human_user,2026-06-26 11:58:35.834903,normal,0.0001578331,0.16237366199493408,5.75,7.76,0.0,0.21,0.0,13.72,True,0.2809518941703548,LOW
EVT-0017433,USER_006,human_user,2026-06-26 12:00:15.482027,normal,4.7922134e-05,0.27233630418777466,9.65,5.66,0.0,0.13,0.0,15.44,True,0.32622500884616906,LOW
EVT-0017434,USER_007,human_user,2026-06-26 12:01:09.108515,normal,0.00017422438,0.25602105259895325,9.07,5.14,0.0,0.58,0.0,14.79,True,0.3033537054867943,LOW
EVT-0017435,USER_028,human_user,2026-06-26 12:02:08.969717,normal,0.0003862977,0.26362112164497375,9.34,10.4,0.01,0.26,0.0,20.01,True,0.39480328818718863,LOW
EVT-0017436,USER_050,human_user,2026-06-26 12:02:51.949328,normal,0.00017565489,0.8169131875038147,24.47,4.13,0.0,0.21,5.0,33.81,True,0.49274008287412197,MEDIUM
EVT-0017437,USER_011,human_user,2026-06-26 12:03:23.657354,normal,0.00018578768,0.1234530508518219,4.37,8.57,0.0,0.1,0.0,13.04,True,0.24783217095052706,LOW
EVT-0017438,USER_036,human_user,2026-06-26 12:03:57.443896,normal,0.00019079447,0.1586550921201706,5.62,3.45,0.0,0.68,0.0,9.75,True,0.19034597382810245,LOW
EVT-0017439,USER_015,human_user,2026-06-26 12:04:03.501583,normal,0.00016582012,0.23718157410621643,8.41,6.87,0.0,0.25,0.0,15.53,True,0.31764600414990757,LOW
EVT-0017440,USER_043,human_user,2026-06-26 12:04:44.015126,normal,0.00019091368,0.22388343513011932,7.93,8.93,0.0,0.08,0.0,16.94,True,0.32558211837637047,LOW
EVT-0017441,USER_010,human_user,2026-06-26 12:04:47.747423,normal,5.9247017e-05,0.38153254985809326,13.52,7.8,0.0,0.08,0.0,21.4,True,0.45303695649682496,LOW
EVT-0017442,USER_026,human_user,2026-06-26 12:04:58.908877,normal,0.0023075342,0.13902707397937775,4.93,8.21,0.05,0.18,0.0,13.37,True,0.264072952021123,LOW
EVT-0017443,USER_011,human_user,2026-06-26 12:05:19.453723,normal,7.247925e-05,0.1319987028837204,4.68,4.65,0.0,0.1,0.0,9.43,True,0.1988425123559875,LOW
EVT-0017444,USER_040,human_user,2026-06-26 12:07:06.415970,normal,7.7962875e-05,0.2676650881767273,9.49,6.82,0.0,0.15,0.0,16.46,True,0.349825736300722,LOW
EVT-0017445,USER_026,human_user,2026-06-26 12:07:10.599146,normal,0.0001155138,0.16351625323295593,5.79,5.63,0.0,0.18,0.0,11.6,True,0.24510525256924443,LOW
EVT-0017446,USER_030,human_user,2026-06-26 12:07:32.100744,normal,0.00038135052,0.3247056305408478,11.51,6.51,0.01,1.06,0.0,19.09,True,0.38620447133446256,LOW
EVT-0017447,USER_035,human_user,2026-06-26 12:07:32.249353,normal,0.00011861324,0.6725127696990967,21.92,7.87,0.0,0.22,5.0,35.01,True,0.5781302402779912,MEDIUM
EVT-0017448,USER_038,human_user,2026-06-26 12:08:31.609177,normal,7.3075294e-05,0.20047202706336975,7.1,7.9,0.0,0.22,0.0,15.22,True,0.3194832273637992,LOW
EVT-0017449,USER_037,human_user,2026-06-26 12:09:02.934503,normal,6.2823296e-05,0.16649045050144196,5.9,8.14,0.0,0.21,0.0,14.25,True,0.2889319920455813,LOW
EVT-0017450,USER_011,human_user,2026-06-26 12:10:28.790431,normal,7.236004e-05,0.13842810690402985,4.91,5.37,0.0,0.09,0.0,10.37,True,0.21333844110456962,LOW
EVT-0017451,USER_045,human_user,2026-06-26 12:10:50.856096,normal,0.000793159,0.12850283086299896,4.55,11.4,0.02,0.13,0.0,16.1,True,0.30629893503024774,LOW
EVT-0017452,USER_042,human_user,2026-06-26 12:12:59.020098,normal,0.0005374551,0.24722033739089966,8.76,6.03,0.01,0.47,0.0,15.27,True,0.30671510125558343,LOW
EVT-0017453,USER_043,human_user,2026-06-26 12:13:30.165644,normal,9.10759e-05,0.31213974952697754,11.06,4.62,0.0,0.08,0.0,15.76,True,0.3277213475455041,LOW
EVT-0017454,USER_009,human_user,2026-06-26 12:13:43.521827,normal,0.00018364191,0.28075382113456726,9.95,4.54,0.0,0.15,0.0,14.64,True,0.2896998089734724,LOW
EVT-0017455,USER_011,human_user,2026-06-26 12:14:41.617266,normal,0.00013196468,0.1554894745349884,5.51,7.18,0.0,0.09,0.0,12.78,True,0.25069898215680736,LOW
EVT-0017456,USER_026,human_user,2026-06-26 12:14:42.513351,normal,0.00058209896,0.24943336844444275,8.84,12.09,0.01,0.18,0.0,21.12,True,0.41225926337053553,LOW
EVT-0017457,EDGE_069,edge_device,2026-06-26 12:14:42.521795,normal,5.888939e-05,0.24598845839500427,8.72,5.47,0.0,0.08,0.0,14.27,True,0.30239580966454394,LOW
EVT-0017458,USER_052,human_user,2026-06-26 12:15:34.766805,normal,5.2332878e-05,0.10483694821596146,3.72,7.29,0.0,0.3,0.0,11.31,True,0.21520920371782212,LOW
EVT-0017459,USER_021,human_user,2026-06-26 12:16:36.079037,normal,3.1113625e-05,0.267753005027771,9.49,8.95,0.0,0.16,0.0,18.6,True,0.3836555940211831,LOW
EVT-0017460,USER_044,human_user,2026-06-26 12:17:51.809575,low_slow_exfiltration,0.99851894,0.3088107407093048,10.94,9.44,19.97,0.21,0.0,40.56,True,0.43361601712849146,MEDIUM
EVT-0017461,USER_044,human_user,2026-06-26 12:17:54.967835,normal,0.00025719404,0.2732621133327484,9.68,5.97,0.01,0.21,0.0,15.87,True,0.30578865036930886,LOW
EVT-0017462,USER_019,human_user,2026-06-26 12:18:06.331710,normal,0.00010108948,0.13833115994930267,4.9,7.84,0.0,0.19,0.0,12.93,True,0.25808683257497606,LOW
EVT-0017463,USER_034,human_user,2026-06-26 12:18:33.265557,normal,1.6212463e-05,0.22040797770023346,7.81,4.51,0.0,0.2,0.0,12.52,True,0.2546034690098387,LOW
EVT-0017464,USER_015,human_user,2026-06-26 12:19:05.448788,normal,7.903576e-05,0.20551922917366028,7.28,7.99,0.0,0.25,0.0,15.52,True,0.3150888102444377,LOW
EVT-0017465,USER_041,human_user,2026-06-26 12:22:21.654985,normal,0.00013005733,0.39479100704193115,13.99,5.1,0.0,0.34,0.0,19.43,True,0.4004455764880101,LOW
EVT-0017466,USER_022,human_user,2026-06-26 12:22:57.844846,normal,5.352497e-05,0.20402772724628448,7.23,8.73,0.0,0.21,0.0,16.17,True,0.3223157989749651,LOW
EVT-0017467,USER_023,human_user,2026-06-26 12:23:46.896507,normal,2.026558e-05,0.1591404378414154,5.64,4.88,0.0,0.25,0.0,10.77,True,0.2209297025635,LOW
EVT-0017468,USER_011,human_user,2026-06-26 12:24:20.324976,normal,8.3208084e-05,0.12519559264183044,4.44,6.99,0.0,0.09,0.0,11.52,True,0.2263162351948757,LOW
EVT-0017469,USER_011,human_user,2026-06-26 12:24:41.271945,normal,0.00015771389,0.13401779532432556,4.75,7.95,0.0,0.09,0.0,12.79,True,0.24997239347740016,LOW
EVT-0017470,SVC_061,service_account,2026-06-26 12:24:50.630828,normal,0.000118494034,0.16230693459510803,5.75,0.25,0.0,0.11,0.0,6.11,True,0.11855697005848874,LOW
EVT-0017471,SVC_061,service_account,2026-06-26 12:25:53.038577,normal,0.00029152632,0.19935263693332672,7.06,1.18,0.01,0.11,0.0,8.36,True,0.15775302792905677,LOW
EVT-0017472,USER_029,human_user,2026-06-26 12:27:53.452198,normal,4.506111e-05,0.19112452864646912,6.77,8.07,0.0,0.23,0.0,15.07,True,0.2893181117064149,LOW
EVT-0017473,USER_026,human_user,2026-06-26 12:27:54.516571,normal,0.00011622906,0.26038017868995667,9.23,5.05,0.0,0.18,0.0,14.46,True,0.3056423633617462,LOW
EVT-0017474,USER_008,human_user,2026-06-26 12:28:26.031190,normal,9.6559525e-05,0.24324755370616913,8.62,6.38,0.0,0.11,0.0,15.11,True,0.28720731665668664,LOW
EVT-0017475,USER_037,human_user,2026-06-26 12:28:28.860806,normal,0.00013399124,0.1412496268749237,5.01,8.65,0.0,0.21,0.0,13.87,True,0.2778746478634059,LOW
EVT-0017476,USER_001,human_user,2026-06-26 12:28:43.540292,normal,1.9073486e-05,0.1854102462530136,6.57,4.81,0.0,0.43,0.0,11.81,True,0.2286364020074336,LOW
EVT-0017477,USER_006,human_user,2026-06-26 12:28:49.890321,normal,5.4836273e-05,0.2762652039527893,9.79,6.8,0.0,0.13,0.0,16.72,True,0.3508860448261077,LOW
EVT-0017478,USER_023,human_user,2026-06-26 12:28:57.541552,normal,5.698204e-05,0.14636966586112976,5.19,4.08,0.0,0.25,0.0,9.52,True,0.2004795504631438,LOW
EVT-0017479,USER_021,human_user,2026-06-26 12:30:47.856539,normal,0.00042515993,0.2559070587158203,9.07,7.65,0.01,0.16,0.0,16.89,True,0.3238938293079432,LOW
EVT-0017480,USER_016,human_user,2026-06-26 12:33:49.958728,normal,0.0023716092,0.26485103368759155,9.39,5.99,0.05,0.91,0.0,16.34,True,0.30411857459695063,LOW
EVT-0017481,USER_029,human_user,2026-06-26 12:34:17.126846,normal,4.887581e-05,0.17543938755989075,6.22,6.58,0.0,0.23,0.0,13.03,True,0.2592371140760616,LOW
EVT-0017482,EDGE_068,edge_device,2026-06-26 12:34:24.483284,normal,4.7683716e-05,0.2064611166715622,7.32,3.56,0.0,0.16,0.0,11.04,True,0.22899308372822036,LOW
